algorithm,category,signal_length,batch_size,precision,iterations,duration_s,idle_power_w,idle_power_std_w,mean_power_w,power_std_w,delta_power_w,total_energy_j,delta_energy_j,energy_per_call_j,mean_temp_c,max_temp_c,idle_temp_c,mean_clock_mhz,time_per_call_us,idle_load_pct,active_load_pct,gpu_idle_power_w,gpu_active_power_w,power_samples,idle_samples,thermal_wait_s,load_wait_s,cpu_name
lms,adaptive,1024,1,fp32,13035,5.000202300000183,12.209090909090909,1.6029653068461338,31.843668122270735,10.700121069954827,19.634577213179824,159.22478258542063,98.17685814087294,0.0075317881197447594,75.74235807860262,94.0,51.0,2490.141484716157,383.5981818181958,4.270979020979021,6.580786026200873,593.5,593.5,229,572,5.079638481140137,3.04032301902771,Intel Core i9-14900HX
lms,adaptive,4096,1,fp32,13680,5.000049599999784,11.967548500881833,1.3188117229242557,29.566798418972333,12.860707248656647,17.5992499180905,147.83545860805685,87.99712251324463,0.006432538195412619,72.8498023715415,85.0,52.0,1808.5233201581027,365.50070175437014,3.515343915343915,5.981818181818182,593.5,593.5,253,567,9.092285633087158,3.037321090698242,Intel Core i9-14900HX
lms,adaptive,16384,1,fp32,14059,5.0001312999997936,11.723035714285714,0.8042663463476185,29.43854545454546,12.30856780948381,17.715509740259744,147.1965925537394,88.57987474772396,0.006300581460112665,79.53454545454545,98.0,54.0,1918.56,355.6534106266302,3.5605357142857144,4.233454545454545,593.5,593.5,275,560,7.093807220458984,3.0497360229492188,Intel Core i9-14900HX
nlms,adaptive,256,1,fp32,9768,5.0002574000000095,20.404354838709676,6.501711715304532,39.65299539170506,5.996312443246218,19.248640552995386,198.2751836395395,96.24815736505546,0.009853414963662517,86.7741935483871,87.0,53.0,2909.574193548387,511.9018632268642,7.6735483870967744,8.974193548387095,593.5,593.5,217,620,16.19571042060852,3.0346882343292236,Intel Core i9-14900HX
nlms,adaptive,1024,1,fp32,10221,5.0002644000001055,16.12569105691057,3.082506128888549,41.72746781115879,16.692742660704905,25.60177675424822,208.64837179828763,128.01565288101762,0.01252476791713312,77.58369098712447,92.0,55.0,2687.783690987125,489.2147930730951,12.207154471544715,23.40557939914163,593.5,593.5,233,615,5.057366847991943,3.0342049598693848,Intel Core i9-14900HX
nlms,adaptive,4096,1,fp32,9751,5.000115999999707,17.039905362776025,1.012477669903519,27.6328,10.882556876028724,10.592894637223974,138.1672054047919,52.96570196189469,0.005431822578391415,76.628,86.0,55.0,1807.092,512.77981745459,9.011829652996845,7.288,593.5,593.5,250,634,19.137471914291382,3.0206971168518066,Intel Core i9-14900HX
nlms,adaptive,16384,1,fp32,10131,5.00017889999981,13.72286212914485,4.027954349421867,30.328936170212767,12.700253512973593,16.606074041067917,151.65010669773892,83.03334103198237,0.008195966936332285,77.54893617021277,92.0,51.0,1745.073191489362,493.55235416047867,4.532286212914485,4.590212765957447,477.7275741710297,593.5,235,573,11.117640733718872,3.0573859214782715,Intel Core i9-14900HX
rls,adaptive,256,1,fp32,6667,5.00013749999971,12.368551236749116,1.184037092949711,31.662835249042146,12.885328242438602,19.29428401229303,158.3185298850483,96.47407302551125,0.014470387434454965,72.41379310344827,80.0,51.0,2233.2413793103447,749.9831258436642,3.4363957597173145,5.516475095785442,593.5,593.5,261,566,9.079747676849365,3.05953049659729,Intel Core i9-14900HX
rls,adaptive,1024,1,fp32,6736,5.000111500000003,11.96991304347826,1.0270849384055014,30.706617647058827,14.338128940027882,18.73670460358057,153.53651202316186,93.6856121604662,0.013908196579641657,72.73897058823529,87.0,50.0,1940.3227941176472,742.2968378859861,3.914608695652174,5.049632352941177,593.5,593.5,272,575,10.111669301986694,3.047799587249756,Intel Core i9-14900HX
rls,adaptive,4096,1,fp32,6688,5.000436100000115,12.936333333333332,1.5521425693394135,30.08961538461538,15.165274346543065,17.153282051282048,150.46119900434962,85.77389080271479,0.012825043481267163,78.51538461538462,92.0,49.0,1946.1992307692306,747.6728618421225,4.5175,6.746923076923077,593.5,593.5,260,600,11.11255407333374,3.0608503818511963,Intel Core i9-14900HX
rls,adaptive,16384,1,fp32,6741,5.000418799999807,12.440569395017793,1.2559290118899042,31.51777777777778,13.539986687813725,19.077208382759988,157.60208853421614,95.39403144866695,0.014151317526875382,70.31851851851852,80.0,50.0,1835.2133333333334,741.7918409731207,3.691637010676157,5.884074074074073,593.5,593.5,270,562,5.045695066452026,3.059034585952759,Intel Core i9-14900HX
apa_p4,adaptive,256,1,fp32,4441,5.001005500000247,13.7770197486535,3.372474346624524,31.972727272727266,10.766707178663044,18.195707524073768,159.89578494091694,90.99683340428878,0.02049016739569664,80.8409090909091,97.0,50.0,2212.9227272727267,1126.0989641973085,3.76983842010772,5.202272727272727,593.5,593.5,44,557,15.196023225784302,3.0658257007598877,Intel Core i9-14900HX
apa_p4,adaptive,1024,1,fp32,4395,5.00049399999989,12.674785591766724,1.4605735311145425,28.5125,8.735479022354756,15.837714408233275,142.57658517499684,79.19639587208229,0.01801965776384125,88.97916666666667,98.0,52.0,2547.0375000000004,1137.7688282138542,3.9101200686106345,4.722916666666666,593.5,593.5,48,583,14.211480855941772,3.061133623123169,Intel Core i9-14900HX
apa_p4,adaptive,4096,1,fp32,4387,5.000296900000194,11.720840950639852,0.7358940553004346,28.866666666666667,13.477470913425195,17.145825716026813,144.34190384667227,85.73421917579248,0.0195427898736705,73.75555555555556,94.0,54.0,1637.5333333333333,1139.7987007066774,2.9579524680073126,3.917777777777777,593.5,593.5,45,547,6.065594911575317,3.037339448928833,Intel Core i9-14900HX
apa_p4,adaptive,16384,1,fp32,4378,5.000991200000044,12.67150442477876,1.098471360403374,29.308888888888887,11.666301369942444,16.637384464110127,146.5734954151124,83.2034132960322,0.019004891113757926,77.93333333333334,87.0,53.0,2001.7199999999998,1142.3004111466523,3.894159292035398,6.1822222222222205,593.5,593.5,45,565,9.133050680160522,3.032334089279175,Intel Core i9-14900HX
kalman,estimation,256,1,fp32,2015,5.002087599999868,12.372370766488412,1.1269204221830753,28.395652173913028,10.952683937932035,16.023281407424616,142.03753963303964,80.1498572393871,0.039776604089025856,81.58695652173913,97.0,54.0,1606.04347826087,2482.4256079403813,4.47807486631016,4.026086956521738,593.5,593.5,46,561,7.099118709564209,3.034853935241699,Intel Core i9-14900HX
kalman,estimation,1024,1,fp32,2022,5.000918899999306,11.854006968641114,1.0064476667342335,28.090243902439024,13.618420181254306,16.23623693379791,140.47703163729756,81.19610414709675,0.040156332416961794,70.14634146341463,86.0,51.0,1650.5999999999997,2473.2536597424855,3.181707317073171,4.2975609756097555,593.5,593.5,41,574,14.197781324386597,3.0597407817840576,Intel Core i9-14900HX
kalman,estimation,4096,1,fp32,2030,5.001090900000236,12.203703703703704,1.538375779578134,29.017021276595745,12.508912893033703,16.81331757289204,145.1167610514962,84.08492951260443,0.041421147543154894,66.85106382978724,80.0,50.0,2114.297872340425,2463.5915763547955,4.1841269841269835,4.291489361702127,593.5,593.5,47,567,27.373435020446777,3.0450100898742676,Intel Core i9-14900HX
kalman,estimation,16384,1,fp32,2019,5.00142489999962,11.833862433862436,1.490114303387567,29.395744680851063,10.441793223486387,17.561882246988628,147.02060940083987,87.83443516095019,0.043503930243165026,78.51063829787235,87.0,48.0,2187.574468085106,2477.179247151867,3.9608465608465613,4.43404255319149,593.5,593.5,47,567,15.232860088348389,3.036652088165283,Intel Core i9-14900HX
ekf,estimation,256,1,fp32,1609,5.000349899999492,12.140805604203154,0.9053830351397446,26.840000000000003,13.668136506325782,14.69919439579685,134.20939131598638,73.50111522709587,0.04568124004170035,66.8,77.0,50.0,1911.0933333333332,3107.7376631444945,3.0381786339754817,4.0266666666666655,593.5,593.5,45,571,10.174423694610596,3.0613837242126465,Intel Core i9-14900HX
ekf,estimation,1024,1,fp32,1623,5.000376100000722,14.126101141924957,2.289903501293283,28.344444444444438,13.636724200246194,14.21834330251948,141.73288256779819,71.09706403152374,0.04380595442484519,73.31111111111112,96.0,51.0,1807.9600000000005,3080.94645717851,5.329037520391517,4.391111111111112,593.5,593.5,45,613,7.102871656417847,3.033143997192383,Intel Core i9-14900HX
ekf,estimation,4096,1,fp32,1616,5.002612900000713,12.027303754266212,1.1005917892538248,28.73023255813953,12.764677550536579,16.70292880387332,143.7262320153693,83.55828710205014,0.05170686083047658,75.88372093023256,87.0,53.0,1557.906976744186,3095.676299505392,3.245051194539249,4.11627906976744,593.5,593.5,43,586,5.07032036781311,3.0431950092315674,Intel Core i9-14900HX
ekf,estimation,16384,1,fp32,1609,5.002855900000213,14.129794520547946,2.813659677305698,31.10652173913042,7.024132382564289,16.976727218582475,155.62144581109354,84.93211992817955,0.05278565564212526,82.1086956521739,94.0,53.0,1902.2347826086955,3109.2951522686226,3.5051369863013697,3.9826086956521722,593.5,593.5,46,584,5.0710835456848145,3.062507152557373,Intel Core i9-14900HX
ukf,estimation,256,1,fp32,471,5.004048100000546,12.438664323374342,1.323459667647875,28.385416666666668,11.72452894546538,15.946752343292326,142.04199033855716,79.79831576463121,0.16942317572108537,68.5,80.0,53.0,1920.3625,10624.30594479946,3.219332161687171,4.252083333333333,593.5,593.5,48,569,12.15134310722351,3.0676398277282715,Intel Core i9-14900HX
ukf,estimation,1024,1,fp32,479,5.0046227000002546,12.732815198618308,1.1829360382166325,29.09777777777779,13.197853173719647,16.36496257915948,145.62339918622968,81.90046320831625,0.17098217788792539,69.95555555555555,87.0,51.0,2193.2400000000002,10448.064091858569,4.49119170984456,5.337777777777777,593.5,593.5,45,579,11.143118619918823,3.0167593955993652,Intel Core i9-14900HX
ukf,estimation,4096,1,fp32,957,10.008052999999563,11.853333333333333,0.5816170239711862,34.00674157303371,10.408345805955985,22.153408239700376,340.3412720202099,221.7124837935484,0.2316744867226211,84.06741573033707,94.0,51.0,1907.4606741573034,10457.735632183452,2.9970175438596494,4.632584269662922,593.5,593.5,89,570,5.054741621017456,3.040400981903076,Intel Core i9-14900HX
ukf,estimation,16384,1,fp32,955,10.004962800000612,12.365565217391303,1.3595639910451776,34.56091954022987,10.201739273864874,22.195354322838565,345.7807143338141,222.06369433283263,0.23252742862076714,87.1264367816092,96.0,50.0,2231.7448275862057,10476.400837696976,4.222086956521739,5.635632183908045,593.5,593.5,87,575,14.222850561141968,3.0471718311309814,Intel Core i9-14900HX
particle_1k,estimation,256,1,fp32,263,5.018871700000091,12.483836589698047,1.372789948710039,28.71898734177215,14.429558937348778,16.2351507520741,144.13691282228106,81.48213865481989,0.30981801769893497,78.12658227848101,88.0,49.0,1373.13417721519,19083.162357414792,4.90746003552398,6.806962025316456,593.5,593.5,316,563,11.143410682678223,3.0377519130706787,Intel Core i9-14900HX
particle_1k,estimation,1024,1,fp32,263,5.007398999999168,11.874865350089767,0.7022509524249787,28.434579439252335,12.0168581180247,16.55971408916257,142.38328464950905,82.92109577034478,0.3152893375298281,75.30529595015577,93.0,49.0,1859.8149532710283,19039.539923951208,4.393357271095153,4.51183800623053,593.5,593.5,321,557,5.065555095672607,3.0538737773895264,Intel Core i9-14900HX
particle_1k,estimation,4096,1,fp32,263,5.0042734999997265,12.15071174377224,0.5506461996536837,27.817647058823525,10.770779385973647,15.666935315051285,139.2071140088159,78.40162922332101,0.29810505408106847,77.49346405228758,95.0,49.0,1933.5372549019605,19027.65589353508,3.4213523131672594,4.564052287581699,593.5,593.5,306,562,11.150895357131958,3.0257437229156494,Intel Core i9-14900HX
particle_1k,estimation,16384,1,fp32,259,5.003177300000061,12.680103806228372,1.6880616808515072,30.131378299120232,11.270553626096099,17.451274492891862,150.7526279238728,87.31182039890665,0.3371112756714542,69.80938416422288,95.0,50.0,1575.7143695014663,19317.28687258711,3.9844290657439445,5.315835777126099,593.5,593.5,341,578,10.171701192855835,3.0600435733795166,Intel Core i9-14900HX
periodogram,spectral,256,1,fp32,56869,5.000026300000172,12.089316987740805,0.9073400180061166,29.733333333333345,13.250744213900678,17.64401634559254,148.6674486533385,88.22054576559563,0.0015512941280063943,68.14285714285714,75.0,51.0,1805.0666666666673,87.92182559918712,2.974956217162872,3.974603174603176,593.5,593.5,63,571,29.417434215545654,3.035454511642456,Intel Core i9-14900HX
periodogram,spectral,1024,1,fp32,41738,5.000094600000011,11.927835051546392,1.069837216770154,29.575420875420882,11.721241843113273,17.64758582387449,147.87990221191956,88.23959858099158,0.002114130973716795,81.72390572390573,90.0,53.0,1742.8303030303032,119.79717763189447,3.2701030927835046,5.821212121212121,593.5,593.5,297,582,7.077876329421997,3.060176372528076,Intel Core i9-14900HX
periodogram,spectral,4096,1,fp32,17963,5.000159100000019,12.349740932642487,0.9268099140718813,26.722108843537413,11.232449090006224,14.372367910894926,133.61479570520459,71.86412619820953,0.004000675065312561,78.71088435374149,91.0,53.0,2055.3,278.3587986416533,3.132297063903281,5.847619047619047,593.5,593.5,294,579,18.21691060066223,3.0633134841918945,Intel Core i9-14900HX
periodogram,spectral,16384,1,fp32,5609,5.000734999999622,11.909642857142856,1.082843420097744,27.146735395189,10.393631475716674,15.237092538046145,135.7536298264502,76.19666195324044,0.013584714200969948,76.4192439862543,95.0,53.0,2208.348453608248,891.5555357460549,3.086785714285714,4.6405498281786945,593.5,593.5,291,560,17.267786741256714,3.052506446838379,Intel Core i9-14900HX
welch,spectral,256,1,fp32,47903,5.000011999999515,11.418450184501847,0.9839256959718516,30.684745762711866,12.473834493421085,19.26629557821002,153.4240970304936,96.3317090865877,0.002010974450171966,79.0677966101695,87.0,52.0,2511.5999999999995,104.37784689893148,2.761992619926199,4.359322033898305,593.5,593.5,59,542,7.119351148605347,3.027155637741089,Intel Core i9-14900HX
welch,spectral,1024,1,fp32,27654,5.000133599999572,12.116123499142368,0.8681800517425367,30.993925233644866,12.58286962330242,18.877801734502498,154.97376695662228,94.39153074681613,0.0034133047930431813,69.09813084112149,82.0,50.0,2029.9345794392525,180.81050119330195,3.1298456260720418,6.500467289719626,593.5,593.5,214,583,14.152289152145386,3.0709376335144043,Intel Core i9-14900HX
welch,spectral,4096,1,fp32,10900,5.000152400000843,12.013537906137184,0.7503410364266344,29.840476190476192,15.639534147303467,17.826938284339008,149.20692864097754,89.1374082471046,0.008177743875881157,68.72222222222223,82.0,50.0,1901.3166666666668,458.7295779817287,3.469314079422383,6.050793650793651,593.5,593.5,252,554,7.0755157470703125,3.0139360427856445,Intel Core i9-14900HX
welch,spectral,16384,1,fp32,3186,5.000907499999812,13.428807339449543,3.276319742428237,32.34390243902439,10.526842548421742,18.91509509957485,161.74886428657928,94.59264094667355,0.029690094459094023,76.03658536585365,94.0,50.0,2393.078048780488,1569.6508160702485,3.3174311926605506,4.567073170731708,461.9985321100918,352.7276422764228,246,545,5.073748350143433,3.037867546081543,Intel Core i9-14900HX
music,spectral,256,1,fp32,1755,5.0000465000002805,11.537456445993032,0.9379946420164031,31.129139072847682,13.912091979005686,19.59168262685465,155.64714286921404,97.95932414752089,0.05581727871653612,76.89403973509934,85.0,48.0,2265.9973509933775,2849.0293447295044,2.9121951219512194,4.201324503311257,593.5,593.5,151,574,9.13558292388916,3.0553741455078125,Intel Core i9-14900HX
music,spectral,1024,1,fp32,1740,5.002013299999817,13.219666666666665,1.3122677148949278,30.159602649006626,13.159481152878826,16.93993598233996,150.85873357304084,84.73378508480995,0.048697577634948246,72.19205298013244,90.0,50.0,1966.5178807947016,2874.7202873562164,5.041333333333332,4.582119205298013,593.5,593.5,151,600,8.10530710220337,3.0375876426696777,Intel Core i9-14900HX
music,spectral,4096,1,fp32,3464,10.001202499999636,12.010260869565217,0.7728315648310723,36.59628378378378,12.448478403729325,24.586022914218567,366.0068448690745,245.88979383473105,0.07098435156891773,80.23648648648648,89.0,51.0,2058.893918918919,2887.1831697458533,3.054086956521739,6.102702702702703,593.5,593.5,296,575,5.06011176109314,3.0507006645202637,Intel Core i9-14900HX
music,spectral,16384,1,fp32,3328,10.00277129999995,13.272035398230088,2.5426410070598573,37.24067796610169,10.77472432529597,23.968642567871605,372.5099847518625,239.75284997786318,0.07204112078661754,87.2406779661017,97.0,52.0,2312.8759322033898,3005.6404146634463,4.112920353982301,5.6216949152542375,593.5,593.5,295,565,6.087715148925781,3.022536277770996,Intel Core i9-14900HX
esprit,spectral,256,1,fp32,119485,5.000030799999877,12.168815331010453,0.9296057708740367,29.942857142857143,11.368987534121956,17.77404181184669,149.71520795428202,88.87075649971906,0.0007437817006295273,75.25396825396825,85.0,53.0,2215.346666666667,41.84651462526574,2.969686411149825,4.5968253968253965,593.5,593.5,315,574,22.256378173828125,3.0405147075653076,Intel Core i9-14900HX
esprit,spectral,1024,1,fp32,104501,5.000001999999768,12.66457242582897,1.0853062879419328,29.15085324232082,10.888126777950761,16.48628081649185,145.7543245133038,82.43143705501704,0.0007888100310524975,79.2320819112628,91.0,53.0,1613.0866894197952,47.846451230129546,3.956369982547993,4.435836177474402,593.5,593.5,293,573,7.099804162979126,3.0304181575775146,Intel Core i9-14900HX
esprit,spectral,4096,1,fp32,68956,5.000050300000112,12.1326352530541,0.8710184614308603,28.344107744107745,12.754745890153904,16.211472491053645,141.72196442916143,81.05817789233633,0.0011755057992391719,72.37710437710437,88.0,52.0,1727.6,72.51073583154638,2.8165794066317624,4.328956228956228,593.5,593.5,297,573,6.118532419204712,3.0350139141082764,Intel Core i9-14900HX
esprit,spectral,16384,1,fp32,27173,5.000148799999806,13.423901581722317,1.6836831636582492,28.884191176470587,13.757842953317843,15.46028959474827,144.4252538499944,77.30374846483005,0.002844873531256396,73.38970588235294,93.0,50.0,1964.333823529412,184.0116586317229,5.271001757469244,4.136029411764706,593.5,593.5,272,569,13.124033689498901,3.016371011734009,Intel Core i9-14900HX
svd,decomposition,256,1,fp32,1548,5.0023753000004945,12.46888045540797,1.395553823173841,30.877333333333343,13.440134655410098,18.408452877925374,154.46000959654864,92.0859899877569,0.059487073635501875,60.973333333333336,69.0,49.0,2043.538,3231.5085917315855,5.283491461100569,4.991666666666666,593.5,593.5,300,527,7.0878636837005615,3.0548813343048096,Intel Core i9-14900HX
svd,decomposition,1024,1,fp32,688,5.00344320000022,12.99828178694158,1.1383945119887116,34.721926910299,15.425083692422739,21.723645123357414,173.72918909024017,108.69302447168059,0.15798404719721015,60.83388704318937,66.0,49.0,2496.9767441860463,7272.446511628227,5.82233676975945,7.588039867109636,593.5,593.5,301,582,11.122702836990356,3.0316662788391113,Intel Core i9-14900HX
svd,decomposition,4096,1,fp32,343,5.010445600000821,14.974742268041236,4.596603166731478,42.345517241379305,24.170407895521947,27.37077497333807,212.16991054182785,137.13977903377432,0.399824428669896,64.29655172413793,75.0,50.0,2603.058620689655,14607.713119535922,3.4170103092783504,7.994827586206896,593.5,593.5,290,582,6.054529190063477,3.039874792098999,Intel Core i9-14900HX
svd,decomposition,16384,1,fp32,112,5.037366700000348,19.30566037735849,3.0984322528557833,46.169655172413805,22.86259955695729,26.863994795055316,232.57348351601613,135.32379280959432,1.2082481500856637,70.10344827586206,79.0,51.0,3064.0737931034478,44976.48839286024,8.221698113207546,13.225862068965519,593.5,593.5,290,636,7.138615846633911,3.0210928916931152,Intel Core i9-14900HX
pca,decomposition,256,1,fp32,916,5.001373600000079,13.710749185667755,0.9411762819842491,33.58888888888888,14.001574867329463,19.878139703221127,167.99058214222484,99.41800312880355,0.10853493791354099,67.17777777777778,71.0,54.0,2597.980000000001,5460.0148471616585,5.90928338762215,7.555555555555555,593.5,593.5,180,614,15.118955373764038,3.0315215587615967,Intel Core i9-14900HX
pca,decomposition,1024,1,fp32,3909,5.001317999999628,12.888663282571914,0.4439745956841601,28.21320754716981,10.669848856347569,15.324544264597895,141.10322274338571,76.64291907232452,0.019606784106504096,69.81132075471699,75.0,55.0,2221.4301886792446,1279.4366845739646,4.5350253807106595,4.822641509433962,593.5,593.5,318,591,9.085299491882324,7.065981149673462,Intel Core i9-14900HX
pca,decomposition,4096,1,fp32,3025,5.0008999000001495,11.990107913669064,0.9468573479017326,27.334242424242422,11.82610915556813,15.344134510573358,136.69581020597377,76.73448073951515,0.025366770492401703,62.06060606060606,70.0,52.0,1950.6709090909087,1653.1900495868263,3.4028776978417272,4.603030303030302,593.5,593.5,330,556,8.152209043502808,3.0503616333007812,Intel Core i9-14900HX
pca,decomposition,16384,1,fp32,1752,5.0010502000004635,12.108576642335768,0.7161200325785186,29.435643564356443,12.805033953598937,17.327066922020677,147.20913113466716,86.65353149579292,0.04945977825102336,63.38943894389439,71.0,51.0,1914.2435643564359,2854.480707762822,3.2686131386861317,5.117161716171617,593.5,593.5,303,548,9.097609996795654,3.0442044734954834,Intel Core i9-14900HX
fastica,decomposition,256,1,fp32,1387,5.001600900000085,10.936496350364962,2.136727011805528,29.704516129032257,11.083383912840757,18.768019778667295,148.57013460503478,93.87014461620174,0.06767854694751388,80.71290322580646,87.0,50.0,2801.0070967741935,3606.056885364156,3.106934306569343,4.45483870967742,579.0222627737227,593.5,310,548,5.055557489395142,3.0568106174468994,Intel Core i9-14900HX
fastica,decomposition,1024,1,fp32,862,5.003558000000339,12.056998313659358,1.7086988319016843,30.278709677419354,11.27083582839141,18.221711363759994,151.5012800361393,91.1733896678384,0.10576959358217913,69.10322580645162,75.0,49.0,2391.249677419355,5804.59164733218,4.15531197301855,5.731290322580644,593.5,593.5,310,593,14.142869710922241,3.0360615253448486,Intel Core i9-14900HX
fastica,decomposition,4096,1,fp32,1071,10.004504200000156,11.48477157360406,0.894751517333511,36.20551724137931,12.133837152475971,24.72074566777525,362.2182493045574,247.31880386039316,0.2309232529041953,73.97068965517241,80.0,48.0,2857.26,9341.273762838615,2.908798646362099,5.428793103448276,593.5,593.5,580,591,12.178154468536377,3.0352110862731934,Intel Core i9-14900HX
fastica,decomposition,16384,1,fp32,528,10.002242999999908,11.99295532646048,0.7575747123153399,35.6328,10.94424799426621,23.63984467353952,356.40792437039676,236.45147090699578,0.4478247555056738,74.972,88.0,51.0,2459.9064,18943.64204545437,3.1445017182130583,5.7272,593.5,593.5,500,582,6.118890047073364,3.0459749698638916,Intel Core i9-14900HX
nmf,decomposition,256,1,fp32,2335,5.000464200000351,12.273936170212766,0.6525819718382598,26.234838709677422,9.284364890804234,13.960902539464657,131.18637176052536,69.81099334828701,0.02989764169091521,61.72258064516129,68.0,52.0,2075.206451612903,2141.52642398302,2.9430851063829784,4.405806451612903,593.5,593.5,310,564,6.085577726364136,3.062455177307129,Intel Core i9-14900HX
nmf,decomposition,1024,1,fp32,681,5.000248399999691,12.546045694200354,1.5389915231349092,27.46006600660066,11.576006082726733,14.914020312400305,137.30715111339086,74.57380620464252,0.10950632335483483,66.68316831683168,77.0,54.0,2902.394059405941,7342.508663729355,3.628822495606327,7.525742574257427,593.5,554.4042904290428,303,569,6.078776597976685,3.0629398822784424,Intel Core i9-14900HX
nmf,decomposition,4096,1,fp32,515,10.005095200000142,12.130535714285713,1.1211345013659426,45.64338118022329,15.707225657318252,33.51284546593757,456.6663739580288,335.29920930959855,0.6510664258438806,76.41467304625199,87.0,54.0,2235.2373205741624,19427.369320388625,3.1558928571428573,6.3545454545454545,593.5,593.5,627,560,7.097017526626587,3.024578094482422,Intel Core i9-14900HX
nmf,decomposition,16384,1,fp32,152,10.021310899999662,12.416550522648084,1.1410405194206106,47.38041733547352,14.953709262006024,34.96386681282543,474.8138926905137,350.3837795975039,2.3051564447204207,79.19903691813805,87.0,55.0,2321.3460674157304,65929.67697368198,3.1365853658536578,6.8091492776886025,593.5,593.5,623,574,8.106694459915161,3.023301124572754,Intel Core i9-14900HX
jpeg_q50,compression,256,1,fp32,397971,5.0000118000007205,12.13303886925795,0.9737474269504972,28.487234042553197,15.186957128324437,16.354195173295246,142.4365063621482,81.77116884599106,0.00020547016955002012,67.57446808510639,89.0,53.0,1963.2765957446816,12.563759168383426,3.2899293286219082,4.019148936170214,593.5,593.5,47,566,11.13184404373169,3.0585196018218994,Intel Core i9-14900HX
jpeg_q50,compression,1024,1,fp32,104344,5.000019400000383,20.06858054226475,8.596324558308307,29.92954545454545,13.607978601231347,9.8609649122807,149.64830790592055,49.305015864126574,0.00047252372790123606,78.5909090909091,96.0,53.0,2731.3363636363642,47.918609599022304,8.104146730462519,7.286363636363634,593.5,593.5,44,627,7.05303430557251,3.0157835483551025,Intel Core i9-14900HX
jpeg_q50,compression,4096,1,fp32,26516,5.000156199999765,11.775746924428823,0.9809300378295082,28.58636363636364,12.012826306401362,16.810616711934816,142.93628337181147,84.05570937800053,0.003169999599411696,69.29545454545455,77.0,50.0,1859.1681818181817,188.5712852617199,3.0407732864674863,3.811363636363636,593.5,593.5,44,569,21.29530954360962,3.045321464538574,Intel Core i9-14900HX
jpeg_q50,compression,16384,1,fp32,6651,5.000096900000244,11.6672131147541,0.9244600019478447,30.725531914893626,11.535965371718662,19.058318800139524,153.63063687851817,95.29344075179401,0.014327686175281011,63.255319148936174,80.0,49.0,2022.0765957446813,751.781220869079,3.4213114754098357,4.563829787234042,593.5,593.5,47,549,7.1051025390625,3.077845811843872,Intel Core i9-14900HX
mdct_audio,compression,1024,1,fp32,39455,5.000092299999778,11.522382671480143,0.5430267740998166,40.90895061728396,18.586551294477758,29.38656794580382,204.5485289825527,146.93555210923398,0.0037241300750027622,62.333333333333336,69.0,49.0,2173.9407407407407,126.72898998858899,2.763357400722022,9.201234567901235,593.5,593.5,324,554,6.083353519439697,3.0599353313446045,Intel Core i9-14900HX
mdct_audio,compression,4096,1,fp32,5644,5.000423200000114,11.697530864197532,0.977792697586275,37.255806451612905,20.489457914741386,25.558275587415373,186.29479891535908,127.80219419930837,0.022643904004129762,64.07096774193549,71.0,48.0,2384.2180645161293,885.9715095677027,3.076190476190477,5.523870967741936,593.5,593.5,310,567,7.098077774047852,3.037548065185547,Intel Core i9-14900HX
mdct_audio,compression,16384,1,fp32,1265,5.002686300000278,11.708525754884546,0.7069297642695636,38.76608695652174,18.154970031977573,27.057561201637192,193.93457212201076,135.36049073484944,0.10700434050185727,67.02608695652174,72.0,50.0,2376.6278260869562,3954.6927272729467,2.988277087033748,5.9556521739130455,593.5,593.5,345,563,7.1258225440979,3.0795140266418457,Intel Core i9-14900HX
cnn_denoiser,ml_enhanced,256,1,fp32,15327,5.0001092000002245,13.408596491228073,2.8104029420760637,38.96877470355731,18.049418691454836,25.560178212329234,194.84812890799293,127.8036822331127,0.008338466903706708,60.34782608695652,66.0,51.0,2870.4924901185773,326.2288249494503,3.2585964912280705,10.225296442687744,478.15736842105264,593.5,253,570,9.11898398399353,3.046186923980713,Intel Core i9-14900HX
cnn_denoiser,ml_enhanced,1024,1,fp32,6295,5.0003700999996,12.216460176991152,0.7839280718697703,34.269411764705886,18.18537242517223,22.052951587714734,171.35974193280984,110.27291973594745,0.017517540863534145,61.423529411764704,67.0,53.0,3058.7694117647065,794.3399682286894,3.142123893805309,8.530588235294116,593.5,593.5,255,565,10.139984130859375,3.0493032932281494,Intel Core i9-14900HX
cnn_denoiser,ml_enhanced,4096,1,fp32,3030,5.000268799999503,12.056936936936937,0.7593747935664782,31.332046332046335,15.390866771641205,19.275109395109396,156.66865371427016,96.3807281249428,0.03180882116334746,63.77992277992278,69.0,53.0,2689.0864864864866,1650.2537293727733,3.1279279279279275,7.513513513513513,593.5,593.5,259,555,7.099039316177368,3.0456604957580566,Intel Core i9-14900HX
cnn_denoiser,ml_enhanced,16384,1,fp32,1045,5.003274500000771,14.214330218068534,0.6888386565040797,37.80279720279721,17.846885466293134,23.588466984728676,189.13777127345574,118.01957535880305,0.11293739268784982,65.63636363636364,73.0,55.0,3145.9909090909086,4787.822488039015,5.923208722741433,11.003846153846151,593.5,593.5,286,642,15.121691465377808,3.0448226928710938,Intel Core i9-14900HX
