algorithm,category,signal_length,batch_size,precision,iterations,duration_s,idle_power_w,idle_power_std_w,mean_power_w,power_std_w,delta_power_w,total_energy_j,delta_energy_j,energy_per_call_j,mean_temp_c,max_temp_c,mean_clock_mhz,time_per_call_us,power_samples,idle_samples,idle_temp_c,thermal_wait_s,thermal_timed_out
periodogram,spectral,1024,2048,fp32,82099,10.00230598449707,4.8115000000000006,0.00550000000000006,130.91033165829145,45.03373493640255,126.09883165829146,1309.4051937782249,1261.2790985338172,0.015362904524218532,57.23618090452261,61,2216,121.83225111751752,199,40,47.0,6.002378940582275,False
periodogram,spectral,4096,2048,fp32,12148,10.00060749053955,4.7675,0.04911466176204417,127.55927135678391,46.50929120334907,122.79177135678391,1275.6702046184203,1227.992308407273,0.10108596545993356,55.80904522613066,59,2121,823.2307779502429,199,40,48.0,10.006621837615967,False
periodogram,spectral,16384,1024,fp32,4247,10.001857280731201,4.91255,0.017613843987046195,119.74015075376884,41.82141134468917,114.82760075376885,1197.6238986124345,1148.4892746279786,0.2704236577885516,56.2713567839196,59,2196,2355.0405652769487,199,40,49.0,9.00425386428833,False
welch,spectral,256,2048,fp32,90978,10.001966714859009,5.023375,0.05027906497738419,60.44089393939393,21.17438137896077,55.41751893939393,604.5278093981417,554.2841798518868,0.006092507857414835,53.14141414141414,55,2090,109.93830063157037,198,40,50.0,7.003918170928955,False
welch,spectral,1024,2048,fp32,48939,10.005499601364136,4.857449999999999,0.04621144338797478,155.48351256281404,48.73173674670691,150.62606256281404,1555.6902229659315,1507.0890089272852,0.03079525550026125,59.93969849246231,63,2064,204.44838679507419,199,40,49.0,6.00377631187439,False
welch,spectral,4096,2048,fp32,4899,10.000293731689453,4.901,0.007141428428542984,124.60879396984922,44.38934247971772,119.70779396984922,1246.1245412500657,1197.1131016710556,0.2443586653747817,57.18090452261306,60,2176,2041.2928621533893,199,40,50.0,9.00530481338501,False
welch,spectral,16384,512,fp32,4729,10.000596523284912,5.183325,0.1940308464523102,123.48685929648241,45.0272067343935,118.30353429648241,1234.942255751775,1183.1059137777193,0.25018099255185433,57.89447236180904,60,2144,2114.7381102315317,199,40,51.0,7.003106594085693,False
music,spectral,256,2,fp32,18358,10.005191087722778,4.9338750000000005,0.03458842833954727,28.147899497487426,7.468981809208076,23.214024497487426,281.62511319037765,232.26075101243944,0.012651745888029167,48.93467336683417,49,1257,545.0044170237923,199,40,49.0,11.00792121887207,False
music,spectral,512,1024,fp32,11197,10.000626802444458,4.839125,0.010349365922606012,117.33079899497487,38.97957259215569,112.49167399497487,1173.381533181369,1124.98725000599,0.1004722023761713,58.984924623115575,62,2176,893.152344596272,199,40,48.0,5.004914045333862,False
music,spectral,1024,2048,fp32,5765,10.000218629837036,4.769900000000001,0.028138763299050466,149.8941256281407,52.34884580336052,145.1242256281407,1498.9740276096657,1451.273984767206,0.2517387657878935,62.5929648241206,67,2021,1734.643300925765,199,40,49.0,9.007790327072144,False
esprit,spectral,256,512,fp32,4441,10.008122205734253,4.7461,0.01188233983691774,20.586005025125637,5.63344652443718,15.839905025125637,206.0272540193168,158.52770521868146,0.03569639838295011,48.0,48,506,2253.5740161527256,199,40,49.0,10.008257150650024,False
esprit,spectral,512,1,fp32,14802,10.002506971359253,4.550125,0.010768443480838,32.609592964824124,9.383861657022734,28.059467964824123,326.17768096384094,280.6650239307849,0.01896129063172442,47.4321608040201,48,1682,675.7537475583875,199,40,46.0,5.004092216491699,False
esprit,spectral,1024,2,fp32,18300,10.000224828720093,4.6922999999999995,0.009783148777361868,39.22584422110553,11.873963637436747,34.53354422110553,392.2672613074061,345.3432063436028,0.01887121346139906,48.69346733668342,50,2042,546.4603731541034,199,40,46.0,5.003108263015747,False
svd,decomposition,256,1,fp32,3860,10.004417181015015,4.69015,0.006215102573570178,43.4996783919598,13.644252495387015,38.809528391959795,435.1889298731502,388.26671263161256,0.1005872312517131,49.321608040201006,50,2182,2591.81792254275,199,40,47.0,7.003307342529297,False
svd,decomposition,512,1,fp32,4048,10.00259280204773,4.6242,0.010819426971887106,43.86714070351758,13.669500712496642,39.242940703517576,438.78514584741987,392.53115621219075,0.09696915914332775,48.984924623115575,50,2217,2470.9962455651507,199,40,46.0,8.005748748779297,False
svd,decomposition,1024,1,fp32,6179,10.001058578491211,4.770125000000001,0.007606535019310598,44.545477386934685,14.068460141465422,39.775352386934685,445.50192875358937,397.795629201864,0.06437864204594013,49.62814070351759,51,2164,1618.5561706572603,199,40,47.0,7.004305601119995,False
pca,decomposition,256,1,fp32,6227,10.001070737838745,4.8452,0.035459272412163276,42.705783919597984,14.034844174537906,37.860583919597985,427.10356589475583,378.64637795577954,0.060807190935567614,49.869346733668344,51,2133,1606.0816987054352,199,40,48.0,5.002269506454468,False
pca,decomposition,512,1,fp32,6010,10.006531953811646,4.645524999999999,0.0073109079463496,43.524301507537686,12.673147738726385,38.87877650753769,435.5273138025082,389.0417194477774,0.06473239924255864,48.92964824120603,50,2198,1664.9803583713222,199,40,47.0,7.004475355148315,False
pca,decomposition,1024,1,fp32,5803,10.000393390655518,4.63715,0.05542226538134298,42.91574747474747,13.896548879287002,38.27859747474747,429.1743574015058,382.80103319002757,0.06596605776150742,48.47979797979798,50,2140,1723.3143874987968,198,40,47.0,5.00379204750061,False
fastica,decomposition,256,1,fp32,636,10.01545238494873,4.695,0.04499999999999993,28.67931155778895,7.582682797364288,23.98431155778895,287.236279340145,240.21373039281073,0.3776945446427842,47.60301507537689,48,1373,15747.56664300115,199,40,46.0,7.004688739776611,False
fastica,decomposition,512,1,fp32,623,10.007342338562012,4.7287,0.01563361762356994,29.231570707070706,8.308068316040162,24.502870707070706,292.53033515953774,245.20861544317958,0.3935932832153765,47.696969696969695,49,1405,16063.149821126824,198,40,47.0,5.002623081207275,False
fastica,decomposition,1024,1,fp32,688,10.011115789413452,4.76935,0.006570958834142928,31.333222222222222,8.421091759704602,26.563872222222223,313.68051572208935,265.9340006318503,0.38653197766257313,48.388888888888886,49,1548,14551.04039158932,198,40,47.0,5.00298547744751,False
nmf,decomposition,256,1,fp32,1102,10.004469394683838,4.8554,0.004409081537009863,30.217728643216077,8.54790643778224,25.362328643216077,302.31234138791643,253.73664068896852,0.23025103510795691,48.8391959798995,50,1462,9078.465875393682,199,40,47.0,7.00354528427124,False
nmf,decomposition,512,1,fp32,1116,10.003561735153198,4.8688,0.01815929514050589,32.37890452261306,9.652903583580391,27.510104522613062,323.90437030859084,275.19902893247695,0.24659411194666395,49.62814070351759,50,1622,8963.764995656988,199,40,48.0,5.002178430557251,False
nmf,decomposition,1024,1,fp32,1016,10.015965938568115,4.911975,0.0020308557309664213,32.410015075376876,8.702627889649332,27.498040075376878,324.61760706345393,275.41943277235583,0.271082118870429,49.949748743718594,51,1564,9858.23419150405,199,40,49.0,5.002863168716431,False
jpeg_q50,compression,4096,2048,fp32,9611,10.000309944152832,4.9510000000000005,0.07458552138317477,145.36026130653266,49.96128983766609,140.40926130653267,1453.6476666283727,1404.1361320948722,0.14609677786857478,61.57788944723618,65,2176,1040.5067052494883,199,40,48.0,5.003192663192749,False
jpeg_q50,compression,16384,512,fp32,9699,10.000159978866577,5.442675,0.3969553745384989,146.99886432160804,50.35839986727782,141.55618932160803,1470.0121599277827,1415.5845392148049,0.1459515969909068,63.698492462311556,67,2185,1031.0506215967189,199,40,52.0,7.003549337387085,False
mdct_audio,compression,4096,1,fp32,8049,10.001290798187256,5.19275,0.010485108487755336,20.99475879396985,5.6099668136596295,15.80200879396985,209.97468793629164,158.04048514400478,0.01963479750826249,52.050251256281406,53,883,1242.5507265731464,199,40,53.0,9.00505805015564,False
mdct_audio,compression,16384,1,fp32,1866,10.009842157363892,5.03935,0.01784313593514292,20.578747474747477,5.641028385796539,15.539397474747478,205.99001401847303,155.5469159427613,0.08335847585356983,50.94949494949495,51,945,5364.331274042815,198,40,51.0,5.0029308795928955,False
mdct_audio,compression,65536,1,fp32,1483,10.005218982696533,5.0237,0.040973283978709925,26.87723115577889,7.694731995282898,21.85353115577889,268.9125833621216,218.64936475874904,0.14743719808411937,49.904522613065325,50,1172,6746.607540591054,199,40,50.0,5.003437042236328,False
cnn_denoiser,ml_enhanced,256,2048,fp32,5798,10.00028371810913,4.8107,0.056521323409842464,148.95576381909547,52.17560564296835,144.14506381909547,1489.5998996386095,1441.491534755902,0.24861875383854812,59.814070351758794,63,2058,1724.7816002257903,199,40,48.0,6.003783702850342,False
cnn_denoiser,ml_enhanced,1024,512,fp32,5833,10.00028133392334,4.737675,0.0573704573365073,150.55374874371864,51.32962894298289,145.81607374371865,1505.579843313994,1458.2017604452988,0.24999172988947346,60.36683417085427,63,2050,1714.4319104960296,199,40,49.0,10.004508256912231,False
cnn_denoiser,ml_enhanced,4096,128,fp32,5788,10.0000901222229,4.7165,0.013500000000000068,149.0754723618091,50.916519960148996,144.3589723618091,1490.76815863104,1443.6027335695758,0.2494130500292978,60.663316582914575,64,2066,1727.7280791677438,199,40,49.0,9.004588603973389,False
cnn_denoiser,ml_enhanced,16384,32,fp32,5771,10.001268148422241,4.7396,0.017083325203249913,146.6398844221106,51.19527761858439,141.90028442211062,1466.5848053591737,1419.1827948429116,0.24591627011660225,60.22613065326633,64,2050,1733.021685742894,199,40,49.0,12.005497455596924,False
lstm_denoiser,ml_enhanced,256,128,fp32,7954,10.001226663589478,4.8524,0.003136877428271712,122.59935175879397,41.47656539616312,117.74695175879397,1226.1439057488358,1177.6139534864342,0.14805304921881243,59.58793969849246,62,2206,1257.383286848061,199,40,50.0,8.004070043563843,False
lstm_denoiser,ml_enhanced,1024,1,fp32,5534,10.004612922668457,4.86285,0.017361667546638482,44.32709547738692,12.685387784460525,39.46424547738692,443.4754322374237,394.82450028642535,0.07134522954218023,51.17085427135678,52,2197,1807.8447637637255,199,40,50.0,8.005002737045288,False
lstm_denoiser,ml_enhanced,4096,1,fp32,1503,10.002800703048706,4.721,0.006999999999999673,43.380763819095485,13.182137609251534,38.65976381909549,433.9291348284382,386.7059127093453,0.25728936308007005,49.25125628140704,50,2175,6655.223355321827,199,40,47.0,9.006238460540771,False
lstm_denoiser,ml_enhanced,16384,1,fp32,391,10.017943382263184,4.657825,0.01550143138552046,43.117849246231174,13.897023723779252,38.46002424623117,431.9521725137032,385.29034537921314,0.9853973027601359,48.969849246231156,50,2185,25621.338573563127,199,40,47.0,6.004554748535156,False
transformer_denoiser,ml_enhanced,256,64,fp32,6890,10.002843856811523,4.763275,0.0185633880258965,120.63979899497491,41.05182259769672,115.87652399497492,1206.7410722638617,1159.094776191808,0.1682285596795077,58.92462311557789,62,2197,1451.7915612208308,199,40,47.0,7.004496097564697,False
transformer_denoiser,ml_enhanced,1024,8,fp32,5246,10.008430004119873,4.691375,0.012529340565249257,118.92625125628139,39.51712889441075,114.2348762562814,1190.2650613508654,1143.3117630402876,0.2179397184598337,59.321608040201006,62,2228,1907.8211978878903,199,40,48.0,9.00877046585083,False
transformer_denoiser,ml_enhanced,4096,1,fp32,2884,10.000965595245361,4.7135,0.021581241854907448,114.77086432160804,40.29163003068168,110.05736432160805,1147.8194654169754,1100.6799140837863,0.38165045564625044,58.62311557788945,62,2159,3467.741191139168,199,40,48.0,9.00747299194336,False
transformer_denoiser,ml_enhanced,16384,1,fp32,249,10.033053874969482,4.867,0.06973162840490665,143.34536683417085,46.80933204644429,138.47836683417086,1438.1917881744998,1389.3609149650233,5.579762710702905,62.482412060301506,66,2176,40293.389056102336,199,40,49.0,9.00743556022644,False
